first_name,last_name,pan_no,email_id,gender,job,profile,client_id,district_id,disp_id,traffice_source,dob,age,street,state,lat,long,pincode,mobile_no
Amita,Vohra,AFBPV7809K,Amita.Vohra@gmail.com,F,Adult nurse,adults_2550_female_urban,615,68,615,Email,1975-09-13,50,Adariyana,Gujarat,23.225,72.1875,382780,91-9789392410
Chandrika,Kirtani,AIWPK3679K,Chandrika.Kirtani@gmail.com,F,Archaeologist,adults_2550_female_urban,4546,23,4546,Mailer,1977-04-20,48,Bakharla,Gujarat,21.7167,69.6333,360583,91-9211464341
Vaishali,Jindal,AIOPJ3895C,Vaishali.Jindal@gmail.com,F,"Engineer, materials",adults_2550_female_urban,2951,76,2951,Mailer,1976-08-31,49,Bagdana,Gujarat,21.35,72.05,364146,91-9061179857
Seema,Srivastava,AEYPS6665H,Seema.Srivastava@gmail.com,F,Fast food restaurant manager,adults_2550_female_urban,859,1,859,Email,1994-07-29,31,Achhod,Gujarat,21.7,72.5833,392111,91-9741073149
Padmaja,Rana,AILPR6671K,Padmaja.Rana@gmail.com,F,Public relations account executive,adults_2550_female_urban,999,74,999,Mailer,1992-09-01,33,Badarkha,Gujarat,22.8,72.45,382270,91-9284158623
Gauri ,Dhavan,AIZPD5010C,Gauri .Dhavan@gmail.com,F,Podiatrist,adults_2550_female_urban,4231,1,4231,Mailer,1985-08-08,40,Balachadi,Gujarat,22.6,70.2167,361230,91-9559677410
Seema,Sarkar,AITPS3752H,Seema.Sarkar@gmail.com,F,Health and safety adviser,adults_2550_female_urban,5263,1,5263,Mailer,1988-02-27,38,Bajana,Gujarat,23.1167,71.7667,382745,91-9358106718
Mukta,Gaikwad,AJAPG9430D,Mukta.Gaikwad@gmail.com,F,Sales executive,adults_2550_female_urban,3084,23,3084,Mailer,1977-08-24,48,Baladia,Gujarat,23.4577,70.0026,370427,91-9552100245
Suma,Keny,AIXPK2248A,Suma.Keny@gmail.com,F,Environmental education officer,adults_2550_female_urban,2154,60,2154,Mailer,1983-11-28,42,Bakor,Gujarat,23.3333,73.6,389232,91-9101058104
Priya,Patel,AJBPP1561E,Priya.Patel@gmail.com,F,"Engineer, agricultural",adults_2550_female_urban,5333,39,5333,Mailer,1993-05-29,32,Balagam,Gujarat,21.3667,70.1,362221,91-9411073455
Suchita,Khan,AJCPK2599F,Suchita.Khan@gmail.com,F,Industrial/product designer,adults_2550_female_urban,466,1,466,Mailer,1973-11-19,52,Balambha,Gujarat,22.5111,70.2167,361240,91-9711102275
Rupa,Rathi,AIHPR8886G,Rupa.Rathi@gmail.com,F,"Engineer, control and instrumentation",adults_2550_female_urban,3858,18,3858,Mailer,1974-06-14,51,B P T E,Gujarat,21.6833,72.1667,364002,91-9703493293
Madhavi,Das,AIRPD2802F,Madhavi.Das@gmail.com,F,"Surveyor, building",adults_2550_female_urban,7855,7,7855,Mailer,1990-01-30,36,Bahauddin College Road,Gujarat,21.3778,70.5833,362001,91-9934902239
Supriya,Iyer,AIYPI9014B,Supriya.Iyer@gmail.com,F,"Therapist, sports",adults_2550_female_urban,3056,38,3056,Mailer,1985-01-16,41,Bakrol,Gujarat,22.4833,72.9667,388315,91-9437105307
Kritika,Swamy,AFGPS4079E,Kritika.Swamy@gmail.com,F,Exercise physiologist,adults_2550_female_urban,5232,74,5232,Email,1974-04-06,51,Adipur,Gujarat,23.4577,70.0026,370205,91-9176541696
Babita,Kumar,AEUPK9968D,Babita.Kumar@gmail.com,F,"Loss adjuster, chartered",adults_2550_female_urban,1583,1,1583,Email,1998-01-08,28,Aat,Gujarat,20.9333,72.9167,396403,91-9652101063
Chandini,Vaz,AFEPV1500C,Chanderpal.Vaz@gmail.com,F,Television/film/video producer,adults_2550_female_urban,3984,1,3984,Email,1990-03-13,36,Adhoi,Gujarat,23.4,70.5167,370135,91-9553286439
Avantika,Periera,AFFPP3970D,Avantika.Periera@gmail.com,F,Medical illustrator,adults_2550_female_urban,4349,1,4349,Email,1985-08-22,40,Adia,Gujarat,23.63,71.98,384257,91-9310488638
Akriti,Mehta,AIVPM6422J,Akriti.Mehta@gmail.com,F,Conference centre manager,adults_2550_female_urban,2063,68,2063,Mailer,1976-09-26,49,Bajwa,Gujarat,22.1682,73.4652,391310,91-9766247728
Ameeta,Nair,AEVPN9720E,Amit.Nair@gmail.com,F,Bookseller,adults_2550_female_urban,1777,69,1777,Email,1989-01-08,37,Abhlod,Gujarat,22.6833,74.3167,389156,91-9104940547
Babita,Rana,ABIPR6376K,Babita.Rana@gmail.com,F,Nutritional therapist,adults_2550_female_urban,79,37,79,Website,1995-03-10,31,Ajekar,Karnataka,12.8,74.85,574101,91-9823728737
Seema,Arora,ABMPA3762D,Seema.Arora@gmail.com,F,Occupational psychologist,adults_2550_female_urban,280,45,280,Website,1995-12-18,30,Ajjibal,Karnataka,15.0567,74.4767,581389,91-9315710328
Priya,Srivastava,AAZPS1339B,Priya.Srivastava@gmail.com,F,"Pilot, airline",adults_2550_female_urban,335,73,335,Website,1993-07-22,32,Agumbe,Karnataka,14.5833,75.0667,577411,91-9732101841
Sukanya,Patel,ABYPP1337E,Sukanya.Patel@gmail.com,F,"Radiographer, diagnostic",adults_2550_female_urban,6301,55,6301,Website,1975-03-08,51,Badagabanangala,Karnataka,12.9044,76.3917,571273,91-9442731468
Radhika,Tripathi,ACBPT5550H,Radhika.Tripathi@gmail.com,F,Art gallery manager,adults_2550_female_urban,1228,21,1228,Website,1975-08-28,50,Badanaguppe,Karnataka,12.129,76.7844,571327,91-9210910999
Kritika,Keny,ABUPK1721A,Kritika.Keny@gmail.com,F,"Administrator, charities/voluntary organisations",adults_2550_female_urban,4516,1,4516,Website,1987-09-27,38,Bachigondanahalli,Karnataka,15.3417,76.5167,583238,91-9467318288
Kanchan,Jindal,ABLPJ2552C,Kanchan.Jindal@gmail.com,F,"Education officer, museum",adults_2550_female_urban,4437,70,4437,Website,1987-10-26,38,Ajjeri,Karnataka,17.0729,77.3775,585366,91-9691792152
Suma,Kumar,AAVPK1913I,Suma.Kumar@gmail.com,F,Mental health nurse,adults_2550_female_urban,496,70,496,Website,1977-05-21,48,Agrahara Belaguli,Karnataka,12.6908,76.0842,573140,91-9170364699
Spruha,Nigam,ACCPN2459I,Spruha.Nigam@gmail.com,F,Dancer,adults_2550_female_urban,742,1,742,Website,1977-10-15,48,Badavanahalli,Karnataka,13.6811,77.0658,572112,91-9109802165
Payal,Vohra,ABCPV9537E,Payal.Vohra@gmail.com,F,Sports coach,adults_2550_female_urban,638,54,638,Website,1987-02-03,39,Aihole,Karnataka,16.3333,75.4833,587138,91-9468293056
Durga,Dhavan,ABWPD3221C,Durga.Dhavan@gmail.com,F,"Production designer, theatre/television/film",adults_2550_female_urban,4974,5,4974,Website,1988-06-30,37,Badaga,Karnataka,12.9044,76.3917,571266,91-9193844465
Manisha,Khan,ABZPK7603F,Manisha.Khan@gmail.com,F,Estate manager/land agent,adults_2550_female_urban,3268,1,3268,Website,1982-03-31,44,Badagannur,Karnataka,14.0056,76.0528,574334,91-9081563777
Supriya,Nair,AAWPN3330J,Supriya.Nair@gmail.com,F,"Designer, jewellery",adults_2550_female_urban,3279,66,3279,Website,1980-08-04,45,Agrahara Dasarahalli,Karnataka,13.0499,77.1594,560079,91-9634669523
Kamya,Singh,ABKPS9185B,Kamya.Singh@gmail.com,F,Lawyer,adults_2550_female_urban,4360,19,4360,Website,1991-07-10,34,Ajjavara,Karnataka,16.1917,77.8333,574246,91-9311001225
Sanjeevani,Das,ABOPD7966F,Sanjeevani.Das@gmail.com,F,Production engineer,adults_2550_female_urban,8392,36,8392,Website,1992-05-08,33,B R Project,Karnataka,13.2667,75.7167,577115,91-9489734105
Avantika,Kirtani,ABTPK1500K,Avantika.Kirtani@gmail.com,F,Visual merchandiser,adults_2550_female_urban,2698,31,2698,Website,1996-10-07,29,Bachanki,Karnataka,15.0567,74.4767,581381,91-9864153105
Neeta,Nigam,AJFPN9177I,Neeta.Nigam@gmail.com,F,Astronomer,adults_2550_female_urban,4833,30,4833,Mailer,1997-02-28,29,Abbinahole,Karnataka,14.2473,76.3193,577585,91-9108710693
Radhika,Sen,AJGPS2776J,Radhika.Sen@gmail.com,F,Multimedia progSavitamer,adults_2550_female_urban,3201,66,3201,Mailer,1979-08-06,46,Abbur,Karnataka,13.3847,77.6933,562108,91-9549197650
Suvarna,Swamy,ABHPS1639J,Suvarna.Swamy@gmail.com,F,"Research officer, government",adults_2550_female_urban,4901,72,4901,Website,1976-05-08,49,Aiyarnad,Karnataka,16.1917,77.8333,574245,91-9551096148
Amita,Bhargava,ABPPB7115G,Amita.Bhargava@gmail.com,F,Human resources officer,adults_2550_female_urban,3756,12,3756,Website,1997-10-03,28,Baad,Karnataka,14.5917,74.375,581441,91-9722310812
Gunjan,Jani,ABRPJ6250I,Gunjan.Jani@gmail.com,F,"Geneticist, molecular",adults_2550_female_urban,439,51,439,Website,1994-09-12,31,Babujinagar Kudligi,Karnataka,15.3167,76.7167,583135,91-9761437271
Chandini,Mehta,ABSPM3942J,Chanderpal.Mehta@gmail.com,F,"Therapist, nutritional",adults_2550_female_urban,4654,2,4654,Website,1976-02-15,50,Babur,Karnataka,16.9222,76.0056,586228,91-9590431034
Savitri,Periera,ABGPP3420I,Savitri.Periera@gmail.com,F,Warden/ranger,adults_2550_female_urban,1296,55,1296,Website,1985-08-01,40,Airody,Karnataka,13.7,74.75,576236,91-9769521613
Rajkumar,Padhye,ABBPP5034D,Rajkumar.Padhye@gmail.com,F,Video editor,adults_2550_female_urban,858,47,858,Website,1985-03-29,41,Aigali,Karnataka,16.75,75.2333,591248,91-9212235109
Bhavana,Vaz,ABFPV1371H,Bhavana.Vaz@gmail.com,F,Food technologist,adults_2550_female_urban,3333,10,3333,Website,1975-07-24,50,Ainapura,Karnataka,15.4667,74.5167,591303,91-9288772887
Mukta,Prakash,AAYPP9420A,Mukta.Prakash@gmail.com,F,Psychiatric nurse,adults_2550_female_urban,3959,30,3959,Website,1996-07-15,29,Agsur,Karnataka,14.6667,74.4,581413,91-9871010871
Bhavana,Prasad,AJHPP7919K,Bhavana.Prasad@gmail.com,F,Fine artist,adults_2550_female_urban,1380,44,1380,Mailer,1979-07-29,46,Acetate Town,Karnataka,12.2332,76.8562,571404,91-9688283137
Suchita,Phadke,ABAPP6102C,Suchita.Phadke@gmail.com,F,Bookseller,adults_2550_female_urban,2978,33,2978,Website,1974-03-05,52,Ahirsang,Karnataka,16.9222,76.0056,586222,91-9663859845
Savita,Sarkar,ABQPS2234H,Savita.Sarkar@gmail.com,F,Seismic interpreter,adults_2550_female_urban,255,27,255,Website,1977-10-11,48,Bableshwar,Karnataka,17.3167,76.0667,586113,91-9213325358
Neeta,Bandyopadhyay,ABDPB9381F,Neeta.Bandyopadhyay@gmail.com,F,"Engineer, petroleum",adults_2550_female_urban,5684,8,5684,Website,1981-03-02,45,Aikala,Karnataka,12.8,74.85,574141,91-9331072310
Namita,Gaikwad,ABXPG1930D,Namita.Gaikwad@gmail.com,F,Facilities manager,adults_2550_female_urban,588,61,588,Website,1986-10-20,39,Badaga Bettu,Karnataka,13.25,74.75,576136,91-9106889501
Rekha,Iyer,ABVPI2591B,Rekha.Iyer@gmail.com,F,"Engineer, biomedical",adults_2550_female_urban,4167,6,4167,Website,1975-05-31,50,Bada,Karnataka,14.2473,76.3193,577514,91-9636010278
Payal,Tripathi,AJEPT3590H,Payal.Tripathi@gmail.com,F,Accounting technician,adults_2550_female_urban,1690,46,1690,Mailer,1973-08-17,52,Abbigere,Karnataka,15.3875,75.7333,582111,91-9956903181
Samiksha,Khanna,ABNPK2701E,Samiksha.Khanna@gmail.com,F,Financial manager,adults_2550_female_urban,6644,1,6644,Website,1985-09-06,40,B E M L Nagar (Kgf),Karnataka,13.2,78.0167,563115,91-9824712761
Ameeta,Jain,ABJPJ9168A,Amit.Jain@gmail.com,F,Glass blower/designer,adults_2550_female_urban,1384,40,1384,Website,1979-04-24,46,Ajjampura Bazar,Karnataka,14.01,76.3482,577547,91-9589135268
Gauri ,Ravindran,AAXPR6112K,Gauri .Ravindran@gmail.com,F,Industrial buyer,adults_2550_female_urban,593,60,593,Website,1980-07-10,45,Agrahara Narasimha Rajpur,Karnataka,13.2667,75.7167,577134,91-9732982512
Radhika,Rathi,ABEPR5801G,Radhika.Rathi@gmail.com,F,Energy engineer,adults_2550_female_urban,2762,29,2762,Website,1979-04-23,46,Aimangala,Karnataka,14.2473,76.3193,577558,91-9477293332
Radhika,Yadav,ACAPY4846G,Radhika.Yadav@gmail.com,F,Publishing copy,adults_2550_female_urban,12396,62,12088,Website,1996-01-17,30,Badami H.O.,Karnataka,15.9067,75.51,587201,91-9740410069
Chandrika,Sharma,AAUPS2025H,Chandrika.Sharma@gmail.com,F,Location manager,adults_2550_female_urban,4559,35,4559,Website,1984-03-09,42,Aggunda,Karnataka,13.1561,76.2189,573160,91-9744074996
Sakshi,Sen,ACDPS2580J,Sakshi.Sen@gmail.com,F,Set designer,adults_2550_female_urban,9427,62,9119,Website,1996-11-09,29,Baddal,Karnataka,17.0729,77.3775,585358,91-9641338110
Neeta,Ravindran,AKJPR6275H,Neeta.Ravindran@gmail.com,F,Media planner,adults_2550_female_urban,2527,44,2527,Call Center,1973-07-31,52,Wagle Modelagram,Maharashtra,19.2,72.9833,400604,91-9906231371
Bhavana,Srivastava,AKLPS5912J,Bhavana.Srivastava@gmail.com,F,Tree surgeon,adults_2550_female_urban,219,60,219,Call Center,1990-04-02,36,Wai,Maharashtra,17.9333,73.9,431734,91-9345874155
Rupa,Prakash,ACNPP4334I,Rupa.Prakash@gmail.com,F,Broadcast journalist,adults_2550_female_urban,2740,36,2740,Website,1993-11-23,32,Shankar Nagar (Nagpur),Maharashtra,21.15,79.1,440010,91-9547868889
Vishaka,Sharma,ABOPS9496D,Vishaka.Sharma@gmail.com,F,Investment analyst,adults_2550_female_urban,4083,74,4083,Third Party Advertisement,1994-01-30,32,Kalmeshwar,Maharashtra,21.2333,78.9,441501,91-9521536161
Chandrika,Rathi,ABYPR6916C,Chandrika.Rathi@gmail.com,F,Clinical embryologist,adults_2550_female_urban,1795,38,1795,Third Party Advertisement,1986-02-28,40,Kanjur Marg,Maharashtra,19.0167,72.85,400042,91-9108821864
Suma,Prakash,ALZPP6071F,Suma.Prakash@gmail.com,F,Health service manager,adults_2550_female_urban,4340,1,4340,Call Center,1975-07-18,50,Jalgaon Rampeth,Maharashtra,20.9567,75.5533,425001,91-9669415725
Gomati,Yadav,ALMPY6635D,Gomati.Yadav@gmail.com,F,Scientific laboratory technician,adults_2550_female_urban,2156,33,2156,Call Center,1992-12-27,33,Zulilal Mandir Cross Road,Maharashtra,19.0167,72.85,400080,91-9879318249
Rajini,Chelapalli,ALRPC4091I,Rajini.Chelapalli@gmail.com,F,"ProgSavitamer, systems",adults_2550_female_urban,9929,47,9621,Call Center,1993-07-19,32,Jagdamba S K,Maharashtra,19.1375,74.725,414405,91-9490715245
Rupa,Nikam,ALTPN7510K,Rupa.Nikam@gmail.com,F,"Radiographer, therapeutic",adults_2550_female_urban,4699,13,4699,Call Center,1989-11-12,36,Jaikheda,Maharashtra,20.7667,74.1333,423303,91-9610863470
Akriti,Bandyopadhyay,ABXPB7253B,Akriti.Bandyopadhyay@gmail.com,F,Licensed conveyancer,adults_2550_female_urban,8366,41,8366,Third Party Advertisement,1986-05-21,39,Kamargaon,Maharashtra,20.6167,77.5,444110,91-9834570277
Kavita,Sen,ALPPS6465G,Kavita.Sen@gmail.com,F,"Engineer, technical sales",adults_2550_female_urban,1388,5,1388,Call Center,1988-09-06,37,J K Gram,Maharashtra,19.2,72.9833,400606,91-9932929606
Babita,Vohra,AKOPV8620B,Babita.Vohra@gmail.com,F,Mudlogger,adults_2550_female_urban,9569,19,9261,Call Center,1976-07-18,49,Walgaon,Maharashtra,21.0106,77.7028,444801,91-9632044312
Yashika,Vohra,ABWPV7127A,Yashika.Vohra@gmail.com,F,Financial manager,adults_2550_female_urban,1883,18,1883,Third Party Advertisement,1987-10-27,38,Kalyan Subhash Road,Maharashtra,19.1833,73.2083,421301,91-9839383168
Vishaka,Ravindran,ALYPR3615E,Vishaka.Ravindran@gmail.com,F,Bookseller,adults_2550_female_urban,309,37,309,Call Center,1995-12-14,30,Jalgaon Industrial Estate,Maharashtra,20.9567,75.5533,425002,91-9949357744
Nayana,Basu,ACIPB6826D,Nayana.Basu@gmail.com,F,Phytotherapist,adults_2550_female_urban,2074,24,2074,Website,1987-09-16,38,Sada,Maharashtra,18.2833,75.2833,413251,91-9499975359
Rajini,Nair,ACLPN1639G,Rajini.Nair@gmail.com,F,Naval architect,adults_2550_female_urban,1197,6,1197,Website,1992-10-02,33,Sadi Sadoba,Maharashtra,20.3556,78.0944,445106,91-9321410171
Spruha,Dhavan,ALIPD5920K,Spruha.Dhavan@gmail.com,F,Glass blower/designer,adults_2550_female_urban,1483,1,1483,Call Center,1977-05-10,48,Yogiraj Ashram,Maharashtra,19.0167,72.85,400029,91-9763136831
Mukta,Nikam,AKEPN4392C,Mukta.Nikam@gmail.com,F,Information systems manager,adults_2550_female_urban,4479,2,4479,Call Center,1984-07-24,41,Wadki,Maharashtra,20.2833,78.7167,445308,91-9979389373
Damini,Chelapalli,ACFPC5837A,Damini.Chelapalli@gmail.com,F,Volunteer coordinator,adults_2550_female_urban,963,64,963,Website,1992-12-17,33,S P Saniwar Peth,Maharashtra,18.1617,74.5404,411030,91-9519843852
Sanjeevani,Rana,AKUPR4429H,Sanjeevani.Rana@gmail.com,F,Barista,adults_2550_female_urban,6039,1,6039,Call Center,1984-07-03,41,Yavali,Maharashtra,20.7288,77.1106,444915,91-9649191104
Radhika,Prasad,ALQPP1603H,Radhika.Prasad@gmail.com,F,Hydrogeologist,adults_2550_female_urban,1080,54,1080,Call Center,1976-10-06,49,Jaffarabad,Maharashtra,18.9321,76.5179,431206,91-9467181019
Seema,Yadav,AJXPY6079G,Seema.Yadav@gmail.com,F,"Accountant, chartered",adults_2550_female_urban,4772,6,4772,Call Center,1976-01-29,50,Wadala Nagnath,Maharashtra,18.4,75.8667,413529,91-9699907549
Sukanya,Mehta,ALEPM5026G,Sukanya.Mehta@gmail.com,F,"Pilot, airline",adults_2550_female_urban,146,31,146,Call Center,1987-12-19,38,Yermala,Maharashtra,18.4,75.8667,413525,91-9751249410
Pooja,Prasad,ACEPP5828K,Pooja.Prasad@gmail.com,F,Video editor,adults_2550_female_urban,4293,4,4293,Website,1985-12-16,40,S N D T Road,Maharashtra,19.0167,72.85,400020,91-9414585255
Durga,Sarkar,ALCPS8632E,Durga.Sarkar@gmail.com,F,Higher education lecturer,adults_2550_female_urban,2476,75,2476,Call Center,1983-02-16,43,Yeola,Maharashtra,20.0333,74.4833,423401,91-9480437227
Alka ,Tripathi,ALNPT8361E,Alka .Tripathi@gmail.com,F,Telecommunications researcher,adults_2550_female_urban,2122,1,2122,Call Center,1996-07-17,29,J B Nagar,Maharashtra,19.0167,72.85,400059,91-9047063249
Radhika,Kumar,ACKPK6972F,Radhika.Kumar@gmail.com,F,"Producer, radio",adults_2550_female_urban,3186,1,3186,Website,1981-01-14,45,Sadashivaangai,Maharashtra,18.0833,74.7667,413111,91-9341345032
Kritika,Das,ALAPD9461C,Kritika.Das@gmail.com,F,"Conservator, museum/gallery",adults_2550_female_urban,3589,73,3589,Call Center,1987-07-13,38,Yellam Ghat,Maharashtra,20.4667,75.1667,431145,91-9796782768
Rajkumar,Kumar,AKHPK2066F,Rajkumar.Kumar@gmail.com,F,Chief Technology Officer,adults_2550_female_urban,3092,59,3092,Call Center,1993-11-06,32,Wagholi (Osmanabad),Maharashtra,18.3917,76.4917,413577,91-9731085951
Nayana,Nigam,ALOPN8405F,Nayana.Nigam@gmail.com,F,Estate agent,adults_2550_female_urban,1133,37,1133,Call Center,1984-09-15,41,J C I E Kamothe,Maharashtra,18.8389,73.6833,410209,91-9865422417
Gunjan,Jindal,AKXPJ8068K,Gunjan.Jindal@gmail.com,F,"Radiographer, therapeutic",adults_2550_female_urban,3850,45,3850,Call Center,1983-01-26,43,Yekodi (Sakodi),Maharashtra,20.8125,78.6833,441606,91-9108731887
Suchita,Sharma,AKGPS6650E,Suchita.Sharma@gmail.com,F,Air traffic controller,adults_2550_female_urban,2864,51,2864,Call Center,1978-04-09,47,Wadner Bholaji,Maharashtra,21.0456,76.5953,443405,91-9610531715
Chandrika,Sen,AKAPS6293J,Chandrika.Sen@gmail.com,F,Surgeon,adults_2550_female_urban,1223,14,1223,Call Center,1981-08-13,44,Wadhona (Osmanabad),Maharashtra,18.3833,77.1167,413518,91-9621029938
Payal,Nair,AKIPN1327G,Payal.Nair@gmail.com,F,"Development worker, community",adults_2550_female_urban,822,37,822,Call Center,1985-05-08,40,Wagholi (Wardha),Maharashtra,20.575,78.5333,442308,91-9972115120
Amita,Jain,AKVPJ5240I,Amita.Jain@gmail.com,F,Production manager,adults_2550_female_urban,3573,8,3573,Call Center,1998-02-09,28,Yawat,Maharashtra,18.5611,74.0556,412214,91-9213501002
Kavita,Sharma,ACJPS1760E,Kavita.Sharma@gmail.com,F,Event organiser,adults_2550_female_urban,4638,33,4638,Website,1994-02-26,32,Sadakarjuni,Maharashtra,20.8125,78.6833,441807,91-9142310887
Gomati,Naik,ACGPN1930B,Gomati.Naik@gmail.com,F,Chartered legal executive (England and Wales),adults_2550_female_urban,9717,52,9409,Website,1978-11-10,47,S S C Exam Board,Maharashtra,18.1617,74.5404,411022,91-9525139545
Jayanti,Naik,ALSPN1606J,Jayanti.Naik@gmail.com,F,"Scientist, research (life sciences)",adults_2550_female_urban,127,21,127,Call Center,1976-12-27,49,Jaigad,Maharashtra,17.5944,74.1667,415614,91-9534105016
Himani,Khan,AJWPK9132F,Himani.Khan@gmail.com,F,"Nurse, children's",adults_2550_female_urban,2124,68,2124,Call Center,1975-01-14,51,Wadala,Maharashtra,19.0167,72.85,400031,91-9987511074
Chandini,Arora,AKYPA1968A,Chanderpal.Arora@gmail.com,F,"Designer, furniture",adults_2550_female_urban,11497,11,11189,Call Center,1985-07-17,40,Yelava,Maharashtra,16.9167,74.1375,416319,91-9153144969
Suma,Vaz,ABZPV4988D,Suma.Vaz@gmail.com,F,Event organiser,adults_2550_female_urban,5366,60,5366,Third Party Advertisement,1997-09-20,28,Katol Road (Nagpur),Maharashtra,21.15,79.1,440013,91-9463537181
Ameeta,Bandyopadhyay,AKPPB9833C,Amit.Bandyopadhyay@gmail.com,F,Museum/gallery exhibitions officer,adults_2550_female_urban,1031,2,1031,Call Center,1994-12-11,31,Waluj,Maharashtra,19.8,75.2333,431133,91-9010103147
Samiksha,Swamy,AKTPS9855G,Samiksha.Swamy@gmail.com,F,"Conservator, museum/gallery",adults_2550_female_urban,3236,28,3236,Call Center,1986-04-15,39,Yaval,Maharashtra,21.1667,75.7,425301,91-9671161621
Savita,Basu,ALUPB7875A,DhaSavita.Basu@gmail.com,F,Archaeologist,adults_2550_female_urban,2585,75,2585,Call Center,1997-08-28,28,Jaithapur,Maharashtra,17.5944,74.1667,415805,91-9342908325
Savitri,Phadke,AKMPP8725K,Savitri.Phadke@gmail.com,F,"Secretary, company",adults_2550_female_urban,5175,63,5175,Call Center,1975-09-18,50,Walbhat Road,Maharashtra,19.0167,72.85,400063,91-9189977897
Priyanka,Nikam,ABMPN4393B,Priyanka.Nikam@gmail.com,F,Orthoptist,adults_2550_female_urban,3124,5,3124,Third Party Advertisement,1984-01-02,42,Kaledhon,Maharashtra,17.4333,74.65,415312,91-9044252507
Pooja,Patel,ALKPP4084B,Pooja.Patel@gmail.com,F,Environmental manager,adults_2550_female_urban,4522,68,4522,Call Center,1976-11-01,49,Zhabwala Chowk,Maharashtra,19.0167,72.85,400052,91-9555810466
Vaishali,Srivastava,AMAPS2342G,Vaishali.Srivastava@gmail.com,F,Airline pilot,adults_2550_female_urban,358,7,358,Call Center,1985-06-26,40,Jalkol,Maharashtra,18.3917,76.4917,413546,91-9210284235
Deviyani,Ravindran,ABRPR1977G,Deviyani.Ravindran@gmail.com,F,Operations geologist,adults_2550_female_urban,861,1,861,Third Party Advertisement,1982-09-13,43,Kalsuli,Maharashtra,16.9167,74.1375,416620,91-9475401041
Supriya,Periera,ACAPP5089E,Supriya.Periera@gmail.com,F,Marine scientist,adults_2550_female_urban,2686,19,2686,Third Party Advertisement,1977-03-24,49,Khamla,Maharashtra,21.15,79.1,440025,91-9929957944
Avantika,Prakash,ABSPP9160H,Avantika.Prakash@gmail.com,F,Broadcast journalist,adults_2550_female_urban,10479,2,10171,Third Party Advertisement,1981-10-20,44,Kalusta,Maharashtra,17.5944,74.1667,415618,91-9664826425
Savita,Singh,AKWPS8859J,Savita.Singh@gmail.com,F,"Doctor, hospital",adults_2550_female_urban,1157,4,1157,Call Center,1984-12-30,41,Yedshi,Maharashtra,18.05,75.8,413405,91-9825816787
Radhika,Iyer,ALHPI7323J,Radhika.Iyer@gmail.com,F,Operational researcher,adults_2550_female_urban,1438,29,1438,Call Center,1989-10-25,36,Yeshwantnagar Pandharpur,Maharashtra,18.0833,74.7667,413118,91-9785192700
Supriya,Chelapalli,AKCPC6637A,Supriya.Chelapalli@gmail.com,F,Environmental education officer,adults_2550_female_urban,12133,27,11825,Call Center,1990-06-26,35,Wadi,Maharashtra,21.15,79.1,440023,91-9441510539
Namita,Jani,ALDPJ4636F,Namita.Jani@gmail.com,F,"Runner, broadcasting/film/video",adults_2550_female_urban,10040,37,9732,Call Center,1994-10-30,31,Yeotmal H O,Maharashtra,20.3556,78.0944,445001,91-9483797452
Yashika,Tripathi,AJYPT1180H,Yashika.Tripathi@gmail.com,F,Operations geologist,adults_2550_female_urban,13134,1,12826,Call Center,1988-11-03,37,Wadegaon,Maharashtra,20.5833,76.8333,441919,91-9915482215
Priyanka,Kumar,ALWPK9116C,Priyanka.Kumar@gmail.com,F,Acupuncturist,adults_2550_female_urban,1359,1,1359,Call Center,1977-09-04,48,Jalamb,Maharashtra,20.7288,77.1106,444308,91-9921024867
Rekha,Bhargava,ALBPB7064D,Rekha.Bhargava@gmail.com,F,Arboriculturist,adults_2550_female_urban,1231,20,1231,Call Center,1991-09-27,34,Yeoda,Maharashtra,20.6833,78.1,444706,91-9783364933
Savita,Srivastava,ACOPS8630J,DhaSavita.Srivastava@gmail.com,F,Theme park manager,adults_2550_female_urban,3544,1,3544,Website,1987-08-15,38,Tagore Nagar,Maharashtra,19.0167,72.85,400083,91-9681292878
Damini,Khan,ALLPK6733C,Damini.Khan@gmail.com,F,Bookseller,adults_2550_female_urban,1453,29,1453,Call Center,1992-03-29,34,Zilla Nayalaya (Sholapur),Maharashtra,18.5571,75.256,413003,91-9751987724
Gauri ,Swamy,ACBPS6004F,Gauri .Swamy@gmail.com,F,Occupational psychologist,adults_2550_female_urban,2508,72,2508,Third Party Advertisement,1991-08-07,34,Ladkhed,Maharashtra,20.35,77.9,445208,91-9190304274
Jayanti,Ravindran,ACMPR2747H,Jayanti.Ravindran@gmail.com,F,Sports administrator,adults_2550_female_urban,9593,74,9285,Website,1994-01-28,32,Seminary Hills,Maharashtra,21.15,79.1,440006,91-9369691452
Madhavi,Patel,AJVPP2556E,Madhavi.Patel@gmail.com,F,Child psychotherapist,adults_2550_female_urban,4592,1,4592,Call Center,1981-03-29,45,Vayusenanagar (Nagpur),Maharashtra,21.15,79.1,440007,91-9842100534
Vaishali,Nair,ABQPN2720F,Vaishali.Nair@gmail.com,F,Geophysical data processor,adults_2550_female_urban,3765,45,3765,Third Party Advertisement,1982-01-24,44,Kalmist,Maharashtra,16.9167,74.1375,416550,91-9125322817
